Date,Open,High,Low,Close,Adj Close,Volume
2016-06-10,1283.000000,1301.625000,1276.599976,1277.875000,1138.646118,1396832
2016-06-13,1270.000000,1276.675049,1259.000000,1273.500000,1134.747803,1029978
2016-06-14,1279.474976,1279.474976,1259.125000,1267.425049,1129.334717,977570
2016-06-15,1265.000000,1282.449951,1261.000000,1278.425049,1139.136353,1270844
2016-06-16,1272.775024,1282.349976,1258.224976,1279.150024,1139.782104,1145070
2016-06-17,1279.500000,1305.000000,1279.500000,1301.300049,1159.519043,1878988
2016-06-20,1301.300049,1334.000000,1295.900024,1329.650024,1184.779907,1872838
2016-06-21,1331.750000,1332.500000,1320.699951,1325.599976,1181.171143,1027690
2016-06-22,1325.000000,1338.849976,1315.875000,1333.824951,1188.500366,1761712
2016-06-23,1327.500000,1329.750000,1312.650024,1322.675049,1178.565063,1397014
2016-06-24,1282.574951,1296.599976,1257.074951,1286.974976,1146.754517,3766586
2016-06-27,1273.500000,1273.500000,1241.324951,1247.925049,1111.959106,4272566
2016-06-28,1247.925049,1251.449951,1229.199951,1231.974976,1097.746948,4499524
2016-06-29,1237.500000,1256.250000,1232.650024,1251.449951,1115.100098,2531264
2016-06-30,1261.000000,1281.449951,1250.175049,1276.550049,1137.465454,5121812
2016-07-01,1281.000000,1282.300049,1247.175049,1250.425049,1114.186646,2197296
2016-07-04,1258.000000,1262.925049,1241.000000,1247.099976,1111.223877,1883484
2016-07-05,1247.099976,1248.525024,1238.574951,1242.650024,1107.258911,1559748
2016-07-07,1243.849976,1245.925049,1212.500000,1214.900024,1082.532227,3316800
2016-07-08,1217.500000,1221.025024,1201.750000,1213.300049,1081.106812,2456356
2016-07-11,1215.000000,1235.900024,1213.500000,1232.074951,1097.836182,1543632
2016-07-12,1235.849976,1237.500000,1217.925049,1232.474976,1098.192383,1465536
2016-07-13,1239.000000,1249.625000,1225.625000,1246.550049,1110.734375,2102300
2016-07-14,1243.000000,1264.500000,1235.500000,1260.949951,1123.565186,2699988
2016-07-15,1258.500000,1263.900024,1213.275024,1222.675049,1089.460327,8336366
2016-07-18,1223.500000,1234.500000,1215.300049,1216.724976,1084.158691,2598850
2016-07-19,1213.750000,1236.400024,1213.750000,1233.099976,1098.749512,2362896
2016-07-20,1225.000000,1251.250000,1224.074951,1247.474976,1111.557983,2815252
2016-07-21,1244.750000,1259.750000,1232.224976,1253.025024,1116.503540,2527148
2016-07-22,1249.449951,1262.000000,1246.000000,1257.550049,1120.535889,1517216
2016-07-25,1256.000000,1281.599976,1252.900024,1279.474976,1143.025635,1688796
2016-07-26,1279.474976,1284.000000,1266.500000,1276.300049,1140.189331,2311290
2016-07-27,1277.500000,1290.199951,1272.500000,1288.775024,1151.334106,1750510
2016-07-28,1290.250000,1314.775024,1288.525024,1309.625000,1169.960205,4632080
2016-07-29,1307.000000,1317.449951,1299.500000,1309.650024,1169.982910,2488084
2016-08-01,1316.000000,1362.500000,1316.000000,1354.125000,1209.714844,3961704
2016-08-02,1351.449951,1357.849976,1344.900024,1349.599976,1205.672241,2578162
2016-08-03,1343.000000,1349.500000,1324.525024,1328.150024,1186.509888,2294702
2016-08-04,1335.000000,1341.474976,1318.125000,1326.000000,1184.589355,1415416
2016-08-05,1336.949951,1342.150024,1316.000000,1324.550049,1183.294067,1868484
2016-08-08,1320.000000,1334.000000,1314.525024,1324.750000,1183.472412,2058244
2016-08-09,1329.000000,1329.900024,1289.425049,1325.099976,1183.785278,2261914
2016-08-10,1325.500000,1341.000000,1324.000000,1337.699951,1195.041382,2062078
2016-08-11,1332.775024,1357.500000,1332.775024,1354.949951,1210.451904,2233138
2016-08-12,1352.500000,1372.400024,1351.025024,1369.224976,1223.204468,2327358
2016-08-16,1369.000000,1370.000000,1336.925049,1345.849976,1202.322266,3183754
2016-08-17,1349.500000,1349.500000,1309.000000,1312.275024,1172.327759,1848566
2016-08-18,1317.500000,1328.775024,1315.050049,1319.275024,1178.581421,1292064
2016-08-19,1320.000000,1323.224976,1300.000000,1301.750000,1162.925171,2416244
2016-08-22,1294.000000,1297.224976,1268.150024,1274.349976,1138.447266,2265274
2016-08-23,1272.474976,1302.474976,1270.099976,1300.525024,1161.830811,1503374
2016-08-24,1294.900024,1301.000000,1284.525024,1286.025024,1148.877319,1116878
2016-08-25,1290.000000,1294.849976,1263.000000,1275.525024,1139.496948,1939690
2016-08-26,1279.900024,1286.275024,1258.599976,1262.474976,1127.838989,1250314
2016-08-29,1267.474976,1267.474976,1233.375000,1250.275024,1116.939819,1488728
2016-08-30,1255.000000,1274.900024,1250.625000,1272.074951,1136.414673,1444026
2016-08-31,1275.000000,1275.000000,1250.425049,1255.650024,1121.741455,3231668
2016-09-01,1262.449951,1267.474976,1243.525024,1253.750000,1120.044067,1345736
2016-09-02,1256.000000,1259.699951,1248.025024,1257.400024,1123.305054,1742330
2016-09-06,1259.949951,1260.074951,1240.000000,1242.025024,1109.569580,2239066
2016-09-07,1249.849976,1249.849976,1211.500000,1220.275024,1090.139404,3854040
2016-09-08,1180.000000,1180.000000,1142.375000,1161.050049,1037.230103,7021516
2016-09-09,1164.849976,1183.324951,1160.025024,1176.224976,1050.786865,2742438
2016-09-12,1168.500000,1181.974976,1162.000000,1179.525024,1053.735107,2024454
2016-09-14,1181.000000,1188.800049,1155.000000,1164.224976,1040.066772,2069858
2016-09-15,1169.974976,1171.050049,1158.375000,1163.474976,1039.396729,2818964
2016-09-16,1168.349976,1188.000000,1160.000000,1180.849976,1054.918945,4358004
2016-09-19,1182.500000,1213.500000,1175.000000,1205.724976,1077.140869,2802546
2016-09-20,1205.500000,1208.449951,1192.699951,1203.250000,1074.930054,1184552
2016-09-21,1203.849976,1212.000000,1200.349976,1206.699951,1078.011841,1678020
2016-09-22,1212.625000,1214.000000,1185.550049,1189.000000,1062.199707,2857574
2016-09-23,1191.000000,1201.925049,1185.574951,1199.050049,1071.177856,1800726
2016-09-26,1200.550049,1209.550049,1197.500000,1200.550049,1072.517334,1753476
2016-09-27,1200.550049,1224.000000,1200.550049,1218.050049,1088.151611,2038792
2016-09-28,1215.500000,1218.750000,1207.599976,1211.525024,1082.322144,1731328
2016-09-29,1217.500000,1228.250000,1209.800049,1218.900024,1088.911011,3603958
2016-09-30,1218.525024,1224.900024,1211.550049,1215.400024,1085.784180,2175364
2016-10-03,1225.000000,1228.824951,1200.550049,1205.849976,1077.252319,1818880
2016-10-04,1210.000000,1212.525024,1199.000000,1202.574951,1074.326538,1780718
2016-10-05,1204.000000,1207.699951,1188.050049,1193.175049,1065.929077,1176354
2016-10-06,1197.500000,1201.199951,1186.375000,1194.375000,1067.001587,2267572
2016-10-07,1194.000000,1194.000000,1179.099976,1183.900024,1057.643677,1816512
2016-10-10,1184.949951,1193.449951,1177.525024,1190.150024,1063.226563,1202142
2016-10-13,1181.650024,1184.949951,1160.449951,1164.449951,1040.267456,5173334
2016-10-14,1157.500000,1193.500000,1145.500000,1183.099976,1056.928589,7741214
2016-10-17,1184.449951,1187.900024,1172.199951,1181.224976,1055.253662,2728346
2016-10-18,1188.000000,1207.849976,1177.400024,1200.099976,1072.115234,2128632
2016-10-19,1200.500000,1205.000000,1185.150024,1197.550049,1069.837769,1985058
2016-10-20,1198.449951,1204.675049,1193.000000,1200.574951,1072.540161,1265854
2016-10-21,1200.000000,1215.949951,1199.125000,1214.324951,1084.823608,1259660
2016-10-24,1214.099976,1217.449951,1201.275024,1213.849976,1087.309204,1253190
2016-10-25,1202.500000,1207.300049,1190.500000,1199.224976,1074.209229,1772466
2016-10-26,1199.300049,1201.375000,1186.250000,1198.125000,1073.223877,1437130
2016-10-27,1189.849976,1214.750000,1182.750000,1209.050049,1083.009644,2941602
2016-10-28,1205.000000,1207.550049,1194.000000,1199.349976,1074.321045,1752102
2016-11-01,1199.849976,1199.849976,1167.074951,1175.000000,1052.509277,2934776
2016-11-02,1170.500000,1172.000000,1147.500000,1152.025024,1031.929443,2325076
2016-11-03,1147.000000,1167.500000,1142.250000,1159.724976,1038.826782,1463310
2016-11-04,1160.000000,1168.074951,1147.000000,1165.275024,1043.798218,1183752
2016-11-07,1168.949951,1172.449951,1130.025024,1138.525024,1019.836426,2048052
2016-11-08,1140.224976,1153.500000,1130.000000,1141.599976,1022.591309,1933634
2016-11-09,1090.000000,1137.500000,1071.425049,1084.925049,971.824463,4500226
2016-11-10,1102.400024,1108.750000,1070.400024,1077.724976,965.374939,2172426
2016-11-11,1073.525024,1073.525024,1043.099976,1050.574951,941.055054,2398424
2016-11-15,1058.449951,1078.775024,1025.949951,1060.650024,950.079956,6290324
2016-11-16,1072.550049,1104.449951,1069.000000,1094.800049,980.670105,4019958
2016-11-17,1092.500000,1104.300049,1065.074951,1068.599976,957.201172,2504688
2016-11-18,1071.000000,1075.000000,1052.099976,1062.550049,951.781799,2140534
2016-11-21,1063.099976,1070.000000,1052.500000,1066.449951,955.275391,1793366
2016-11-22,1066.000000,1088.724976,1061.025024,1067.500000,956.216125,1318860
2016-11-23,1074.500000,1081.474976,1063.599976,1078.175049,965.778076,1275808
2016-11-24,1077.449951,1103.800049,1068.500000,1094.224976,980.155090,3026234
2016-11-25,1106.000000,1153.625000,1096.099976,1150.175049,1030.272461,4276148
2016-11-28,1147.000000,1159.724976,1125.949951,1141.300049,1022.322510,1924296
2016-11-29,1137.500000,1146.000000,1126.275024,1129.925049,1012.133301,1442296
2016-11-30,1132.500000,1147.375000,1121.150024,1138.025024,1019.388855,3445832
2016-12-01,1138.500000,1145.000000,1127.025024,1131.724976,1013.745361,1123052
2016-12-02,1129.000000,1135.400024,1102.599976,1110.925049,995.114075,1998032
2016-12-05,1114.500000,1118.925049,1085.000000,1093.000000,979.057678,2249526
2016-12-06,1095.000000,1101.974976,1084.949951,1091.175049,977.422974,1593444
2016-12-07,1091.099976,1092.224976,1072.824951,1077.275024,964.971924,2065706
2016-12-08,1080.250000,1099.500000,1080.000000,1097.875000,983.424194,3239546
2016-12-09,1102.500000,1109.949951,1086.650024,1097.625000,983.200562,1588718
2016-12-12,1097.400024,1108.800049,1081.500000,1104.099976,989.000427,1311758
2016-12-13,1109.000000,1109.000000,1091.500000,1100.150024,985.462341,2147534
2016-12-14,1107.000000,1112.349976,1094.500000,1103.800049,988.731873,1870366
2016-12-15,1101.000000,1136.050049,1101.000000,1129.650024,1011.887024,4295410
2016-12-16,1138.500000,1145.000000,1126.000000,1141.324951,1022.344788,1987230
2016-12-19,1140.000000,1148.849976,1130.650024,1144.449951,1025.144287,1334210
2016-12-20,1146.000000,1172.500000,1143.525024,1169.650024,1047.717041,2922760
2016-12-21,1171.900024,1171.900024,1152.800049,1156.800049,1036.206665,2034902
2016-12-22,1153.000000,1162.500000,1143.099976,1153.849976,1033.564087,1868300
2016-12-23,1150.000000,1158.875000,1139.400024,1144.050049,1024.785767,1118954
2016-12-26,1133.000000,1150.800049,1133.000000,1146.550049,1027.025146,897408
2016-12-27,1140.750000,1165.000000,1140.750000,1161.699951,1040.595825,1294692
2016-12-28,1163.349976,1174.949951,1151.574951,1156.699951,1036.117065,1350418
2016-12-29,1151.500000,1179.949951,1151.500000,1175.849976,1053.270996,1963516
2016-12-30,1177.449951,1189.300049,1172.824951,1182.775024,1059.473999,1405748
2017-01-02,1183.300049,1187.550049,1176.199951,1180.675049,1057.593140,823132
2017-01-03,1180.625000,1185.849976,1171.650024,1184.125000,1060.683105,1475324
2017-01-04,1184.849976,1194.425049,1179.150024,1189.750000,1065.721680,1420066
2017-01-05,1192.000000,1194.974976,1160.199951,1167.199951,1045.522339,2216404
2017-01-06,1160.500000,1164.675049,1128.550049,1140.699951,1021.785400,3009896
2017-01-09,1137.500000,1155.650024,1128.500000,1151.849976,1031.772827,1854578
2017-01-10,1152.000000,1164.900024,1145.750000,1157.675049,1036.990234,1533914
2017-01-11,1157.500000,1164.800049,1140.099976,1162.199951,1041.043457,1931296
2017-01-12,1162.199951,1180.000000,1152.000000,1172.175049,1049.979004,2570374
2017-01-13,1174.000000,1178.974976,1118.925049,1124.650024,1007.408203,10235580
2017-01-16,1125.000000,1136.949951,1114.000000,1129.275024,1011.551270,3364808
2017-01-17,1127.449951,1143.900024,1126.400024,1139.375000,1020.597778,3009956
2017-01-18,1139.000000,1149.000000,1132.724976,1147.550049,1027.921021,3136574
2017-01-19,1147.500000,1147.574951,1141.474976,1145.500000,1026.084839,2251676
2017-01-20,1143.500000,1150.000000,1132.500000,1142.675049,1023.554077,2037246
2017-01-23,1132.500000,1156.750000,1129.900024,1153.349976,1036.062866,2318546
2017-01-24,1152.000000,1161.500000,1145.000000,1159.175049,1041.296021,2282638
2017-01-25,1161.300049,1180.000000,1159.025024,1176.500000,1056.858765,4111648
2017-01-27,1172.525024,1189.375000,1172.525024,1178.900024,1059.015015,2871658
2017-01-30,1170.500000,1175.974976,1159.074951,1166.449951,1047.831177,2577956
2017-01-31,1160.000000,1166.025024,1100.025024,1114.900024,1001.523010,4666804
2017-02-01,1110.000000,1119.974976,1077.775024,1083.949951,973.720520,4864152
2017-02-02,1085.025024,1109.500000,1076.500000,1103.824951,991.574463,6009482
2017-02-03,1104.849976,1121.500000,1095.500000,1116.275024,1002.758423,2153372
2017-02-06,1129.000000,1129.250000,1107.474976,1120.375000,1006.441284,2408910
2017-02-07,1122.000000,1126.300049,1113.000000,1122.300049,1008.170715,1814638
2017-02-08,1122.449951,1141.300049,1122.025024,1135.474976,1020.005676,2212584
2017-02-09,1137.500000,1164.000000,1135.099976,1158.650024,1040.824097,4033202
2017-02-10,1155.500000,1212.224976,1155.500000,1198.974976,1077.048096,5782160
2017-02-13,1198.000000,1214.500000,1191.175049,1207.125000,1084.369751,3819812
2017-02-14,1209.824951,1209.824951,1199.000000,1203.125000,1080.776611,2033328
2017-02-15,1198.500000,1214.000000,1187.550049,1206.849976,1084.122437,1924972
2017-02-16,1230.000000,1239.000000,1217.800049,1223.875000,1099.416382,4175680
2017-02-17,1236.000000,1237.800049,1201.000000,1203.949951,1081.517090,2723324
2017-02-20,1212.500000,1277.500000,1204.050049,1251.099976,1123.872559,3973948
2017-02-21,1257.000000,1262.949951,1227.574951,1232.675049,1107.321411,5501112
2017-02-22,1232.949951,1235.000000,1200.074951,1205.750000,1083.134277,4505496
2017-02-23,1207.500000,1246.625000,1207.500000,1240.900024,1114.709839,4853352
2017-02-27,1239.550049,1251.000000,1235.025024,1244.925049,1118.325806,2139892
2017-02-28,1244.750000,1245.000000,1225.000000,1233.125000,1107.725708,2354828
2017-03-01,1239.949951,1250.949951,1235.000000,1239.775024,1113.699219,1130374
2017-03-02,1243.349976,1255.000000,1235.025024,1250.724976,1123.535767,1544942
2017-03-03,1246.000000,1249.849976,1237.699951,1247.025024,1120.212036,1013970
2017-03-06,1240.000000,1242.000000,1227.275024,1236.250000,1110.532837,1400694
2017-03-07,1241.449951,1252.500000,1237.525024,1249.900024,1122.794922,1511672
2017-03-08,1251.000000,1260.000000,1246.099976,1256.099976,1128.364502,1791510
2017-03-09,1257.074951,1262.000000,1252.025024,1259.875000,1131.755493,858468
2017-03-10,1259.800049,1274.775024,1256.974976,1271.125000,1141.861206,1171420
2017-03-14,1278.400024,1293.574951,1275.525024,1283.750000,1153.202148,3402294
2017-03-15,1286.000000,1286.074951,1246.925049,1249.150024,1122.121094,3022496
2017-03-16,1253.000000,1263.500000,1253.000000,1260.449951,1132.271606,1571818
2017-03-17,1273.000000,1273.000000,1254.875000,1262.875000,1134.450317,2593152
2017-03-20,1262.974976,1262.974976,1233.000000,1240.000000,1113.901367,3487540
2017-03-21,1241.000000,1246.000000,1232.500000,1243.349976,1116.910889,3373700
2017-03-22,1240.074951,1248.000000,1234.974976,1239.474976,1113.429565,1888716
2017-03-23,1241.000000,1242.525024,1223.599976,1230.175049,1105.075439,2620638
2017-03-24,1234.900024,1234.900024,1211.650024,1213.599976,1090.186279,5099814
2017-03-27,1213.474976,1220.000000,1203.000000,1206.025024,1083.381470,2181270
2017-03-28,1205.000000,1221.699951,1205.000000,1214.974976,1091.421265,1153158
2017-03-29,1218.000000,1225.400024,1212.800049,1222.300049,1098.001465,1717764
2017-03-30,1222.449951,1232.500000,1217.500000,1220.500000,1096.384399,2986086
2017-03-31,1219.199951,1220.425049,1207.500000,1215.900024,1092.252075,1867044
2017-04-03,1217.500000,1217.500000,1204.099976,1205.849976,1083.224121,1196888
2017-04-05,1209.949951,1209.949951,1197.500000,1200.625000,1078.530640,2905568
2017-04-06,1200.000000,1205.000000,1196.275024,1200.025024,1077.991699,1720704
2017-04-07,1197.449951,1216.625000,1196.074951,1214.525024,1091.016968,2277012
2017-04-10,1216.000000,1224.500000,1202.500000,1211.125000,1087.962891,2543264
2017-04-11,1208.650024,1221.550049,1203.000000,1209.650024,1086.637695,1557784
2017-04-12,1211.250000,1214.000000,1191.500000,1196.625000,1074.937134,1050538
2017-04-13,1200.000000,1204.500000,1160.525024,1164.324951,1045.921509,2500472
2017-04-17,1165.199951,1166.449951,1147.574951,1157.425049,1039.723633,2270882
2017-04-18,1165.000000,1167.099976,1151.025024,1154.400024,1037.006348,1730620
2017-04-19,1131.750000,1174.349976,1126.400024,1149.574951,1032.671997,5626812
2017-04-20,1152.650024,1166.000000,1145.474976,1162.750000,1044.506714,1268842
2017-04-21,1164.550049,1167.824951,1150.500000,1155.400024,1037.904785,1161154
2017-04-24,1150.000000,1169.824951,1141.250000,1164.050049,1045.674927,2000020
2017-04-25,1164.000000,1172.224976,1151.349976,1155.750000,1038.218872,3148710
2017-04-26,1170.000000,1171.974976,1151.525024,1155.175049,1037.702271,2187438
2017-04-27,1153.025024,1163.900024,1138.824951,1151.324951,1034.243774,5773186
2017-04-28,1147.000000,1149.375000,1134.000000,1136.574951,1020.993835,2540510
2017-05-02,1147.000000,1151.000000,1140.000000,1144.949951,1028.517334,2382696
2017-05-03,1147.500000,1172.500000,1134.250000,1168.650024,1049.807251,3514406
2017-05-04,1174.974976,1175.000000,1154.400024,1165.050049,1046.573486,2708208
2017-05-05,1154.000000,1166.250000,1151.250000,1160.250000,1042.261597,1682474
2017-05-08,1160.500000,1173.699951,1158.849976,1171.224976,1052.120361,1071782
2017-05-09,1171.974976,1180.500000,1166.275024,1176.275024,1056.656860,1790270
2017-05-10,1177.500000,1178.074951,1158.000000,1166.224976,1047.628906,1206388
2017-05-11,1173.650024,1180.000000,1161.375000,1174.724976,1055.264404,2071302
2017-05-12,1171.650024,1184.949951,1160.025024,1180.324951,1060.294678,2314446
2017-05-15,1187.550049,1188.974976,1170.800049,1182.550049,1062.293945,1817604
2017-05-16,1190.000000,1217.500000,1186.724976,1214.574951,1091.061890,3601026
2017-05-17,1216.750000,1230.375000,1211.500000,1227.675049,1102.829712,2876198
2017-05-18,1225.000000,1286.000000,1221.125000,1268.099976,1139.144043,5138594
2017-05-19,1268.099976,1270.275024,1243.000000,1253.574951,1126.095703,1786044
2017-05-22,1255.000000,1276.875000,1255.000000,1265.675049,1136.965454,1663940
